species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule	vmr_uid
Cheravirus pruni	E	Brugeres	RNA1: DQ143874; RNA2: DQ143875	RNA1: NC_043388; RNA2: NC_043387	Partial genome	NULL	NULL	NULL	stocky prune virus	StPV	NULL	1	202202139	plants	ssRNA(+)	6833
Cheravirus ribis	E	Hol9/6	RNA1: KT692952; RNA2: KT692953	RNA1: NC_029038; RNA2: NC_029036	Complete genome	NULL	NULL	NULL	currant latent virus	CuLV	NULL	1	202202138	plants	ssRNA(+)	6834
Sadwavirus alphananas	E	HANA187	MN809923; MN809924		Complete genome	NULL	NULL	NULL	pineapple secovirus A	PSVA	NULL	1	202213822	plants	ssRNA(+)	6835
Sadwavirus betananas	E	HANA 187	RNA1: OM777135; RNA2: OM777136		Complete genome	NULL	NULL	NULL	pineapple secovirus B	PSVB	NULL	1	202215094	plants	ssRNA(+)	6836
Sadwavirus dioscoreae	E	DMaV-goiana	RNA1: KU215538; RNA2: KU215539	RNA1: NC_031766; RNA2: NC_031763	Complete genome	NULL	NULL	NULL	Dioscorea mosaic associated virus	DMaV	NULL	1	202205630	plants	ssRNA(+)	6837
Sadwavirus fritillariae	E	CLVA-KP2	RNA1: JN052073; RNA2: JN052074	RNA1: NC_016443; RNA2: NC_016444	Complete genome	NULL	NULL	NULL	chocolate lily virus A	CLVA	NULL	1	202202155	plants	ssRNA(+)	6838
Sadwavirus citri	E	SDV-S58	RNA1: AB009958; RNA2: AB009959	RNA1: NC_003785; RNA2: NC_003786	Complete genome	NULL	NULL	NULL	satsuma dwarf virus	SDV	NULL	1	202202141	plants	ssRNA(+)	6839
Sadwavirus aciphyllae	E	SNLaSVMuenster_17	MN412739; MN412740		Complete genome	NULL	NULL	NULL	surrounding non-legume associated virus	SnLaSV	NULL	1	202215095	plants	ssRNA(+)	6840
Sadwavirus fragariae	E	SMoV-NsPer3	RNA1: AJ311875; RNA2: AJ311876	RNA1: NC_003445; RNA2: NC_003446	Complete genome	NULL	NULL	NULL	strawberry mottle virus	SMoV	NULL	1	202202157	plants	ssRNA(+)	6841
Sadwavirus lactucae	E	LSV-1	RNA1: KX925437; RNA2: KX925438		Partial genome	NULL	NULL	NULL	lettuce secovirus 1	LSV1	NULL	1	202213823	plants	ssRNA(+)	6842
Sadwavirus rubi	E	BRNV-Alyth	RNA1: DQ344639; RNA2: DQ344640	RNA1: NC_008182; RNA2: NC_008183	Complete genome	NULL	NULL	NULL	black raspberry necrosis virus	BRNV	NULL	1	202202154	plants	ssRNA(+)	6843
Sequivirus carotae	E	Anthriscus	EU980442	NC_038320	Complete genome	NULL	NULL	NULL	carrot necrotic dieback virus	CNDV	NULL	1	202202143	plants	ssRNA(+)	6844
Sequivirus pastinacae	E	P121	D14066	NC_003628	Coding-complete genome	NULL	NULL	NULL	parsnip yellow fleck virus	PYFV	NULL	1	202202145	plants	ssRNA(+)	6845
Sequivirus stellatum	E	JG1-A	MT348706	NC_076896	Complete genome	NULL	NULL	NULL	lettuce star mosaic virus	LSMV	NULL	1	202213824	plants	ssRNA(+)	6846
Sequivirus taraxaci	E	DSM2	DQ675189	NC_043078	Partial genome	NULL	NULL	NULL	dandelion yellow mosaic virus	DaYMV	NULL	1	202202144	plants	ssRNA(+)	6847
Stralarivirus fragariae	E	NCGR MEN 454.001	RNA1: AY860978; RNA2: AY860979	RNA1: NC_006964; RNA2: NC_006965	Complete genome	NULL	NULL	NULL	strawberry latent ringspot virus	SLRSV	NULL	1	202202156	plants	ssRNA(+)	6848
Stralarivirus lychnis	E	Andong	RNA1: KR011032; RNA2: KR011033		Complete genome	NULL	NULL	NULL	lychnis mottle virus	LycMoV	NULL	1	202212968	plants	ssRNA(+)	6849
Torradovirus cardiacae	E	AD01	RNA1: KM229700; RNA2: KM229701	RNA1: NC_035218; RNA2: NC_035220	Complete genome	NULL	NULL	NULL	motherwort yellow mottle virus	MYMoV	NULL	1	202202149	plants	ssRNA(+)	6850
Torradovirus carotae	E	H6	RNA1: KF533719; RNA2: KF533720	RNA1: NC_025479; RNA2: NC_025480	Complete genome	NULL	NULL	NULL	carrot torradovirus 1	CaTV1	NULL	1	202202147	plants	ssRNA(+)	6851
Torradovirus codonopsis	E	SK	RNA1: MZ325520; RNA2: MZ325521		Complete genome	NULL	NULL	NULL	Codonopsis torradovirus A	CoTVA	NULL	1	202215097	plants	ssRNA(+)	6852
Torradovirus cucurbitae	E	Su12-10	RNA1: KU052530; RNA2: KU052531	RNA1: NC_035221; RNA2: NC_035215	Complete genome	NULL	NULL	NULL	squash chlorotic leaf spot virus	SCLSV	NULL	1	202202150	plants	ssRNA(+)	6853
Torradovirus lactucae	E	5317015	RNA1: KC855266; RNA2: KC855267	RNA1: NC_035214; RNA2: NC_035219	Complete genome	NULL	NULL	NULL	lettuce necrotic leaf curl virus	LNLCV	NULL	1	202202148	plants	ssRNA(+)	6854
Torradovirus lycopersici	E	PRI-0301	RNA1: DQ388879; RNA2: DQ388880	RNA1: NC_009013; RNA2: NC_009032	Complete genome	NULL	NULL	NULL	tomato torrado virus	ToTV	NULL	1	202202152	plants	ssRNA(+)	6855
Torradovirus manihotis	E	Yop_12	RNA1: OK040225; RNA2: OK040226		Complete genome	NULL	NULL	NULL	cassava torrado-like virus	CsTLV	NULL	1	202215096	plants	ssRNA(+)	6856
Torradovirus marchitezum	E	PRI-0601	RNA1: EF681764; RNA2: EF681765	RNA1: NC_010987; RNA2: NC_010988	Complete genome	NULL	NULL	NULL	tomato marchitez virus	ToMarV	NULL	1	202202151	plants	ssRNA(+)	6857
Waikavirus actinidiae	E	AYV1-Zhouzhi	MN180070	NC_076727	Complete genome	NULL	NULL	NULL	Actinidia yellowing virus 1	AcYV1	NULL	1	202213829	plants	ssRNA(+)	6858
Waikavirus anthrisci	E	Chevril			No entry in Genbank	NULL	NULL	NULL	Anthriscus yellows virus	AYV	NULL	1	202202159	plants	ssRNA(+)	6859
Waikavirus brassicae	E	SP2S	MH844554	NC_040586	Complete genome	NULL	NULL	NULL	brassica napus RNA virus 1	BnRV1	NULL	1	202213827	plants	ssRNA(+)	6860
Waikavirus camelliae	E	SWU-H	MW545173	NC_077103	Complete genome	NULL	NULL	NULL	camellia virus A	CamVA	NULL	1	202215098	plants	ssRNA(+)	6861
Waikavirus campanulae	E	CT1	KT238881	NC_027915	Complete genome	NULL	NULL	NULL	bellflower vein chlorosis virus	BVCV	NULL	1	202202160	plants	ssRNA(+)	6862
Waikavirus diospyri	E	Waika4	LC488189		Complete genome	NULL	NULL	NULL	persimmon waikavirus	PWaiV	NULL	1	202213825	plants	ssRNA(+)	6863
Waikavirus liegense	E	Antheit	MW289237	NC_076923	Coding-complete genome	NULL	NULL	NULL	poaceae Liege virus 1	PoLV1	NULL	1	202213830	plants	ssRNA(+)	6864
Waikavirus oryzae	E	Shen	M95497	NC_001632	Complete genome	NULL	NULL	NULL	rice tungro spherical virus	RTSV	NULL	1	202202162	plants	ssRNA(+)	6865
Waikavirus ribesnigri	E	Oregon	MN701059		Complete genome	NULL	NULL	NULL	blackcurrant waikavirus A	BCWVA	NULL	1	202213828	plants	ssRNA(+)	6866
Waikavirus rosae	E	Simons Hill	MT757670	NC_077084	Complete genome	NULL	NULL	NULL	sweetbriar rose curly top-associated virus	SRCTaV	NULL	1	202215090	plants	ssRNA(+)	6867
Waikavirus trifolii	E	NURH6-2017	MH325329	NC_076635	Complete genome	NULL	NULL	NULL	red clover-associated virus 1	RCaV1	NULL	1	202213826	plants	ssRNA(+)	6868
Waikavirus zeae	E	TN	U67839	NC_003626	Complete genome	NULL	NULL	NULL	maize chlorotic dwarf virus	MCDV	NULL	1	202202161	plants	ssRNA(+)	6869
Solenopsis invicta virus 3	E	DM	FJ528584	NC_012531	Complete genome	NULL	NULL	NULL	Solenopsis invicta virus 3	SINV3	NULL	1	202205051	invertebrates	ssRNA(+)	6870
Nylanderia fulva virus 1	E	Florida initial	KX024775	NC_030651	Coding-complete genome	NULL	NULL	NULL	Nylanderia fulva virus 1	NfV1	NULL	1	202205053	invertebrates	ssRNA(+)	6871
Heterocapsa circularisquama RNA virus 01	E	34	AB218608	NC_007518	Complete genome	NULL	NULL	NULL	Heterocapsa circularisquama RNA virus 01	HcRNAV01	NULL	1	202202473	algae	ssRNA(+)	6872
Mushroom bacilliform virus	E	AUS LF-1	U07551	NC_001633	Complete genome	NULL	NULL	NULL	Mushroom bacilliform virus	MBV	NULL	1	202202729	fungi	ssRNA(+)	6873
Alfalfa enamovirus 1	E	Argentina:Manfredi	KU297983	NC_029993	Complete genome	NULL	NULL	NULL	alfalfa enamovirus 1	AEV1	NULL	1	202203762	plants	ssRNA(+)	6874
Birdsfoot trefoil enamovirus 1	E	China:Shaanxi Qinling Mountains			No entry in Genbank	NULL	NULL	NULL	bird's-foot trefoil enamovirus 1	BFTEV1	NULL	1	202207408	plants	ssRNA(+)	6875
Citrus vein enation virus	E	Spain:VE-1	HF679486	NC_021564	Complete genome	NULL	NULL	NULL	citrus vein enation virus	CVEV	NULL	1	202206590	plants	ssRNA(+)	6876
Grapevine enamovirus 1	E	Brazil:CS-BR	KX645875	NC_075424	Coding-complete genome	NULL	NULL	NULL	grapevine enamovirus 1	GEV1	NULL	1	202206585	plants	ssRNA(+)	6877
Pea enation mosaic virus 1	E	USA:Idaho	HM439775	NC_074968	Complete genome	NULL	NULL	NULL	pea enation mosaic virus 1	PEMV1	NULL	1	202203763	plants	ssRNA(+)	6878
Poinsettia latent virus	E	Germany:cv Angelika	AJ867490	NC_011543	Complete genome	NULL	NULL	NULL	poinsettia latent virus	PnLV	NULL	1	202205362	plants	ssRNA(+)	6879
Beet chlorosis virus	E	England:2a	AF352024	NC_002766	Complete genome	NULL	NULL	NULL	beet chlorosis virus	BChV	NULL	1	202203774	plants	ssRNA(+)	6880
Beet mild yellowing virus	E	France:2ITB	X83110	NC_003491	Complete genome	NULL	NULL	NULL	beet mild yellowing virus	BMYV	NULL	1	202203775	plants	ssRNA(+)	6881
Beet western yellows virus	E	USA	AF473561	NC_004756	Complete genome	NULL	NULL	NULL	beet western yellows virus	BWYV	NULL	1	202203776	plants	ssRNA(+)	6882
Carrot red leaf virus	E	England:Berkshire UK1	AY695933	NC_006265	Complete genome	NULL	NULL	NULL	carrot red leaf virus	CtRLV	NULL	1	202203777	plants	ssRNA(+)	6883
Cereal yellow dwarf virus RPS	E	Mexico:Toluca Mex-1	AF235168	NC_002198	Complete genome	NULL	NULL	NULL	cereal yellow dwarf virus-RPS	CYDV-RPS	NULL	1	202203778	plants	ssRNA(+)	6884
Cereal yellow dwarf virus RPV	E	USA:New York NY	L25299	NC_004751	Complete genome	NULL	NULL	NULL	cereal yellow dwarf virus-RPV	CYDV-RPV	NULL	1	202203779	plants	ssRNA(+)	6885
Chickpea chlorotic stunt virus	E	Ethiopia:Ambo Et-fb-am1	AY956384	NC_008249	Complete genome	NULL	NULL	NULL	chickpea chlorotic stunt virus	CpCSV	NULL	1	202203780	plants	ssRNA(+)	6886
Cotton leafroll dwarf virus	E	Argentina:Chaco	GU167940	NC_014545	Complete genome	NULL	NULL	NULL	cotton leafroll dwarf virus	CLDV	NULL	1	202203781	plants	ssRNA(+)	6887
Cucurbit aphid-borne yellows virus	E	France:N	X76931	NC_003688	Complete genome	NULL	NULL	NULL	cucurbit aphid-borne yellows virus	CAbYV	NULL	1	202203782	plants	ssRNA(+)	6888
Faba bean polerovirus 1	E	Australia:5253	MH464873	NC_055495	Complete genome	NULL	NULL	NULL	faba bean polerovirus 1	FBPV1	NULL	1	202207417	plants	ssRNA(+)	6889
Maize yellow dwarf virus RMV	E	USA:Montana MTFE87	KC921392	NC_021484	Complete genome	NULL	NULL	NULL	maize yellow dwarf virus-RMV	MYDV-RMV	NULL	1	202203783	plants	ssRNA(+)	6890
Maize yellow mosaic virus	E	China:Yunnan11	KU248489	NC_075108	Complete genome	NULL	NULL	NULL	maize yellow mosaic virus	MaYMV	NULL	1	202205862	plants	ssRNA(+)	6891
Melon aphid-borne yellows virus	E	China:Beijing	EU000534	NC_010809	Complete genome	NULL	NULL	NULL	melon aphid-borne yellows virus	MABYV	NULL	1	202203784	plants	ssRNA(+)	6892
Pepo aphid-borne yellows virus	E	South Africa:RSA-BB-Marrow	KU315178	NC_030225	Complete genome	NULL	NULL	NULL	pepo aphid-borne yellows virus	PABYV	NULL	1	202205863	plants	ssRNA(+)	6893
Pepper vein yellows virus 1	E	Japan:Okinawa	AB594828	NC_015050	Complete genome	NULL	NULL	NULL	pepper vein yellows virus 1	PeVYV-1	NULL	1	202203785	plants	ssRNA(+)	6894
Pepper vein yellows virus 2	E	Israel:IS	HM439608	NC_055129	Complete genome	NULL	NULL	NULL	pepper vein yellows virus 2	PeVYV-2	NULL	1	202206621	plants	ssRNA(+)	6895
Pepper vein yellows virus 3	E	China:Hunan Chansha HN	KP326573	NC_075416	Complete genome	NULL	NULL	NULL	pepper vein yellows virus 3	PeVYV-3	NULL	1	202206622	plants	ssRNA(+)	6896
Pepper vein yellows virus 4	E	Australia:Kimberley 12KNX1	KU999109	NC_075422	Complete genome	NULL	NULL	NULL	pepper vein yellows virus 4	PeVYV-4	NULL	1	202206623	plants	ssRNA(+)	6897
Pepper vein yellows virus 5	E	Spain: Almeira 2-2013	KY523072	NC_036803	Complete genome	NULL	NULL	NULL	pepper vein yellows virus 5	PeVYV-5	NULL	1	202206624	plants	ssRNA(+)	6898
Pepper vein yellows virus 6	E	Greece:PX3	LT559483	NC_077216	Complete genome	NULL	NULL	NULL	pepper vein yellows virus 6	PeVYV-6	NULL	1	202206625	plants	ssRNA(+)	6899
Potato leafroll virus	E	Canada	D13954	NC_076505	Complete genome	NULL	NULL	NULL	potato leafroll virus	PLRV	NULL	1	202203786	plants	ssRNA(+)	6900
Pumpkin polerovirus	E	Kenya:Nyeri PuPV	MG800833	NC_055513	Complete genome	NULL	NULL	NULL	pumpkin polerovirus	PuPV	NULL	1	202207553	plants	ssRNA(+)	6901
Suakwa aphid-borne yellows virus	E	Taiwan:Kaohsiung TW19	JQ700308	NC_018571	Complete genome	NULL	NULL	NULL	suakwa aphid-borne yellows virus	SAbYV	NULL	1	202203787	plants	ssRNA(+)	6902
Sugarcane yellow leaf virus	E	USA:Florida strainA	AF157029	NC_000874	Complete genome	NULL	NULL	NULL	sugarcane yellow leaf virus	ScYLV	NULL	1	202203788	plants	ssRNA(+)	6903
Tobacco vein distorting virus	E	China:Yunnan Longlin	EF529624	NC_010732	Complete genome	NULL	NULL	NULL	tobacco vein distorting virus	TVDV	NULL	1	202203789	plants	ssRNA(+)	6904
Turnip yellows virus	E	France:FL1	X13063	NC_003743	Complete genome	NULL	NULL	NULL	turnip yellows virus	TuYV	NULL	1	202203790	plants	ssRNA(+)	6905
Artemisia virus A	E	Switzerland:Valais Conthey	JN620802	NC_017914	Complete genome	NULL	NULL	NULL	Artemisia virus A	ArtVA	NULL	1	202205371	plants	ssRNA(+)	6906
Blueberry shoestring virus	E	USA:Michigan	LC081344	NC_029578	Complete genome	NULL	NULL	NULL	blueberry shoestring virus	BSSV	NULL	1	202205372	plants	ssRNA(+)	6907
Cocksfoot mottle virus	E	Norway:clone9-2	Z48630	NC_002618	Complete genome	NULL	NULL	NULL	cocksfoot mottle virus	CfMV	NULL	1	202205373	plants	ssRNA(+)	6908
Cymbidium chlorotic mosaic virus	E	Japan:Cym92-20	LC019764	NC_027123	Complete genome	NULL	NULL	NULL	Cymbidium chlorotic mosaic virus	CyCMV	NULL	1	202205374	plants	ssRNA(+)	6909
Imperata yellow mottle virus	E	Burkina Faso	AM990928	NC_011536	Complete genome	NULL	NULL	NULL	Imperata yellow mottle virus	IYMV	NULL	1	202205375	plants	ssRNA(+)	6910
Lucerne transient streak virus	E	Canada:Ontario ATCC PV-454	JQ782213	NC_001696	Complete genome	NULL	NULL	NULL	lucerne transient streak virus	LTSV	NULL	1	202205376	plants	ssRNA(+)	6911
Papaya lethal yellowing virus	E	Brazil: 26	JX123318	NC_018449	Complete genome	NULL	NULL	NULL	papaya lethal yellowing virus	PLYV	NULL	1	202205377	plants	ssRNA(+)	6912
Physalis rugose mosaic virus	E	Brazil:Piracicaba	MK681145	NC_055577	Complete genome	NULL	NULL	NULL	Physalis rugose mosaic virus	PhyRMV	NULL	1	202209704	plants	ssRNA(+)	6913
Rice yellow mottle virus	E	Ivory Coast:CI4	AJ608206	NC_001575	Complete genome	NULL	NULL	NULL	rice yellow mottle virus	RYMV	NULL	1	202205378	plants	ssRNA(+)	6914
Rottboellia yellow mottle virus	E	Nigeria: DMSZ PV-0496	KC577469	NC_027198	Complete genome	NULL	NULL	NULL	Rottboellia yellow mottle virus	RoMoV	NULL	1	202205379	plants	ssRNA(+)	6915
Ryegrass mottle virus	E	Japan: MAFF 307043	EF091714	NC_003747	Complete genome	NULL	NULL	NULL	ryegrass mottle virus	RGMoV	NULL	1	202205380	plants	ssRNA(+)	6916
Sesbania mosaic virus	E	India:Tirupati	AY004291	NC_002568	Complete genome	NULL	NULL	NULL	Sesbania mosaic virus	SeMV	NULL	1	202205381	plants	ssRNA(+)	6917
Sobemovirus smamv	E	Sudan:Su95-67	MT989351	NC_076910	Complete genome	NULL	NULL	NULL	snake melon asteroid mosaic virus	SMAMV	NULL	1	202213863	plants	ssRNA(+)	6918
Solanum nodiflorum mottle virus	E	Australia: ATCC PV-491	KC577470	NC_033706	Complete genome	NULL	NULL	NULL	Solanum nodiflorum mottle virus	SNMoV	NULL	1	202205382	plants	ssRNA(+)	6919
Southern bean mosaic virus	E	Brazil:Sao Paolo	DQ875594	NC_004060	Complete genome	NULL	NULL	NULL	southern bean mosaic virus	SBMV	NULL	1	202205383	plants	ssRNA(+)	6920
Southern cowpea mosaic virus	E	USA:Wisconsin	M23021	NC_001625	Complete genome	NULL	NULL	NULL	southern cowpea mosaic virus	SCPMV	NULL	1	202205384	plants	ssRNA(+)	6921
Sowbane mosaic virus	E	Scotland: SRI collection Rubus	AM940437	NC_011187	Complete genome	NULL	NULL	NULL	sowbane mosaic virus	SoMV	NULL	1	202205385	plants	ssRNA(+)	6922
Soybean yellow common mosaic virus	E	South Korea:Eumseong	JF495127	NC_016033	Complete genome	NULL	NULL	NULL	soybean yellow common mosaic virus	SYCMV	NULL	1	202205386	plants	ssRNA(+)	6923
Subterranean clover mottle virus	E	Australia: p23	AF208001	NC_004346	Complete genome	NULL	NULL	NULL	subterranean clover mottle virus	SCMoV	NULL	1	202205387	plants	ssRNA(+)	6924
Turnip rosette virus	E	UK:TRoV-1	KC778720	NC_004553	Complete genome	NULL	NULL	NULL	turnip rosette virus	TRoV	NULL	1	202205388	plants	ssRNA(+)	6925
Velvet tobacco mottle virus	E	Australia:K1	HM754263	NC_014509	Complete genome	NULL	NULL	NULL	velvet tobacco mottle virus	VTMoV	NULL	1	202205389	plants	ssRNA(+)	6926
Barley yellow dwarf virus GPV	E	China	FM865413	NC_012931	Complete genome	NULL	NULL	NULL	barley yellow dwarf virus-GPV	BYDV-GPV	NULL	1	202203792	plants	ssRNA(+)	6927
Barley yellow dwarf virus SGV	E	USA	AY541039	NC_043124	Partial genome	NULL	NULL	NULL	barley yellow dwarf virus-SGV	BYDV-SGV	NULL	1	202203793	plants	ssRNA(+)	6928
Chickpea stunt disease associated virus	E	India:Hyderabad IC	Y11530	NC_043419	Partial genome	NULL	NULL	NULL	chickpea stunt disease associated virus	CpSDaV	NULL	1	202203794	plants	ssRNA(+)	6929
Groundnut rosette assistor virus	E	Kenya: Siaya SC7.1	MN600000	NC_076825	Complete genome	NULL	NULL	NULL	groundnut rosette assistor virus	GRAV	NULL	1	202203795	plants	ssRNA(+)	6930
Indonesian soybean dwarf virus	E	Thailand:Phitsanulok			No entry in Genbank	NULL	NULL	NULL	Indonesian soybean dwarf virus	ISDV	NULL	1	202203796	plants	ssRNA(+)	6931
Sweet potato leaf speckling virus	E	Peru	DQ655700	NC_038510	Partial genome	NULL	NULL	NULL	sweet potato leaf speckling virus	SPLSV	NULL	1	202203797	plants	ssRNA(+)	6932
Tobacco necrotic dwarf virus	E	Japan			No entry in Genbank	NULL	NULL	NULL	tobacco necrotic dwarf virus	TNDV	NULL	1	202203798	plants	ssRNA(+)	6933
Areca palm necrotic ringspot virus	E	XC1	MH395371	NC_055501	Complete genome	NULL	NULL	NULL	areca palm necrotic ringspot virus	ANRSV	NULL	1	202207457	plants	ssRNA(+)	6934
Areca palm necrotic spindle-spot virus	E	HNBT	MH330686	NC_040836	Complete genome	NULL	NULL	NULL	areca palm necrotic spindle‑spot virus	ANSSV	NULL	1	202207456	plants	ssRNA(+)	6935
Bellflower veinal mottle virus	E	SW	KY491536	NC_039002	Complete genome	NULL	NULL	NULL	bellflower veinal mottle virus	BVMoV	NULL	1	202205915	plants	ssRNA(+)	6936
Blackberry virus Y	E	Ark3	AY994084	NC_008558	Complete genome	NULL	NULL	NULL	blackberry virus Y	BlVY	NULL	1	202204534	plants	ssRNA(+)	6937
Barley mild mosaic virus	E	UK-F	RNA1: Y10973; RNA2: X90904	RNA1: NC_003483; RNA2: NC_003482	Complete genome	NULL	NULL	NULL	barley mild mosaic virus	BaMMV	NULL	1	202204536	plants	ssRNA(+)	6938
Barley yellow mosaic virus	E	Yancheng	RNA1: AJ132268; RNA2: AJ132269	RNA1: NC_002990; RNA2: NC_002991	Complete genome	NULL	NULL	NULL	barley yellow mosaic virus	BaYMV	NULL	1	202204537	plants	ssRNA(+)	6939
Oat mosaic virus	E	Cranbrook	RNA1: AJ306718; RNA2: AJ306719	RNA1: NC_004016; RNA2: NC_004017	Complete genome	NULL	NULL	NULL	oat mosaic virus	OMV	NULL	1	202204538	plants	ssRNA(+)	6940
Rice necrosis mosaic virus	E	Ka-1	RNA1: LC055681; RNA2: LC060925	RNA1: NC_028144; RNA2: NC_028145	Complete genome	NULL	NULL	NULL	rice necrosis mosaic virus	RNMV	NULL	1	202204539	plants	ssRNA(+)	6941
Wheat spindle streak mosaic virus	E	South	RNA1: MH645040; RNA2: MH645042	RNA1: NC_040508; RNA2: NC_040507	Complete genome	NULL	NULL	NULL	wheat spindle streak mosaic virus	WSSMV	NULL	1	202204540	plants	ssRNA(+)	6942
Wheat yellow mosaic virus	E	JA	RNA1: D86634; RNA2: D86635	RNA1: NC_002350; RNA2: NC_002349	Complete genome	NULL	NULL	NULL	wheat yellow mosaic virus	WYMV	NULL	1	202204541	plants	ssRNA(+)	6943
Celery latent virus	E	Ag097	MH932227	NC_055507	Complete genome	NULL	NULL	NULL	celery latent virus	CeLV	NULL	1	202207463	plants	ssRNA(+)	6944
Cassava brown streak virus	E	KOR6	GU563327	NC_012698	Complete genome	NULL	NULL	NULL	cassava brown streak virus	CBSV	NULL	1	202204543	plants	ssRNA(+)	6945
Coccinia mottle virus	E	Su12-25	KU935732	NC_030840	Complete genome	NULL	NULL	NULL	Coccinia mottle virus	CocMoV	NULL	1	202205917	plants	ssRNA(+)	6946
Cucumber vein yellowing virus	E	ALM32	AY578085	NC_006941	Complete genome	NULL	NULL	NULL	cucumber vein yellowing virus	CVYV	NULL	1	202204544	plants	ssRNA(+)	6947
Squash vein yellowing virus	E	FL	EU259611	NC_010521	Complete genome	NULL	NULL	NULL	squash vein yellowing virus	SqVYV	NULL	1	202204545	plants	ssRNA(+)	6948
Sweet potato mild mottle virus	E	EA	Z73124	NC_003797	Coding-complete genome	NULL	NULL	NULL	sweet potato mild mottle virus	SPMMV	NULL	1	202204546	plants	ssRNA(+)	6949
Tomato mild mottle virus	E	Ethiopia	HE600072	NC_038920	Complete genome	NULL	NULL	NULL	tomato mild mottle virus	TMMoV	NULL	1	202204547	plants	ssRNA(+)	6950
Ugandan cassava brown streak virus	E	UG	HM181930	NC_014791	Complete genome	NULL	NULL	NULL	Ugandan cassava brown streak virus	UCBSV	NULL	1	202204548	plants	ssRNA(+)	6951
Alpinia mosaic virus	E	TW	AF499025	NC_043132	Partial genome	NULL	NULL	NULL	Alpinia mosaic virus	AlpMV	NULL	1	202204550	plants	ssRNA(+)	6952
Alpinia oxyphylla mosaic virus	E	Alpo	MG978107	NC_055493	Complete genome	NULL	NULL	NULL	Alpinia oxyphylla mosaic virus	AloMV	NULL	1	202207443	plants	ssRNA(+)	6953
Artichoke latent virus	E	FR37	KP405232	NC_026759	Complete genome	NULL	NULL	NULL	artichoke latent virus	ArLV	NULL	1	202204551	plants	ssRNA(+)	6954
Broad-leafed dock virus A	E	ab032 Auckland	KU053507	NC_038560	Complete genome	NULL	NULL	NULL	broad-leafed dock virus A	BDVA	NULL	1	202204552	plants	ssRNA(+)	6955
Cardamom mosaic virus	E	KS	MF622947	NC_039088	Complete genome	NULL	NULL	NULL	cardamom mosaic virus	CdMV	NULL	1	202204553	plants	ssRNA(+)	6956
Chinese yam necrotic mosaic virus	E	PES3	AB710145	NC_018455	Complete genome	NULL	NULL	NULL	Chinese yam necrotic mosaic virus	CYNMV	NULL	1	202204554	plants	ssRNA(+)	6957
Maclura mosaic virus	E	UK	U58771	NC_043133	Partial genome	NULL	NULL	NULL	Maclura mosaic virus	MacMV	NULL	1	202204555	plants	ssRNA(+)	6958
Macluravirus amomulineae	E	Won_8200	MT110148		Complete genome	NULL	NULL	NULL	large cardamon chirke virus	LCCV	NULL	1	202215108	plants	ssRNA(+)	6959
Abbeymikolonvirus abbeymikolon	E		MG593800	NC_047904	Complete genome	NULL	NULL	NULL	Streptomyces phage AbbeyMikolon		NULL	1	202207712	bacteria	dsDNA	6960
Abouovirus abouo	E		KC595517	NC_029029	Complete genome	NULL	NULL	NULL	Brevibacillus phage Abouo		NULL	1	202200364	bacteria	dsDNA	6961
Abouovirus davies	E		KC595518	NC_022980	Complete genome	NULL	NULL	NULL	Brevibacillus phage Davies		NULL	1	202200365	bacteria	dsDNA	6962
Adaiavirus adaia	E		MH834594		Complete genome	NULL	NULL	NULL	Arthrobacter phage Adaia		NULL	1	202214964	bacteria	dsDNA	6963
Agmunavirus AGM1	E		MN023176	NC_054989	Complete genome	NULL	NULL	NULL	Brevibacterium phage AGM1		NULL	1	202209142	bacteria	dsDNA	6964
Agricanvirus deimos	E		KU886225	NC_041972	Complete genome	NULL	NULL	NULL	Erwinia phage vB_EamM_Deimos-Minion		NULL	1	202200371	bacteria	dsDNA	6965
Agricanvirus desertfox	E		MG655268	NC_042098	Complete genome	NULL	NULL	NULL	Erwinia phage vB_EamM_Desertfox		NULL	1	202206995	bacteria	dsDNA	6966
Agricanvirus Ea3570	E		KF806589	NC_023557	Complete genome	NULL	NULL	NULL	Erwinia phage Ea35-70		NULL	1	202200372	bacteria	dsDNA	6967
Agricanvirus ray	E		KU886224	NC_041973	Complete genome	NULL	NULL	NULL	Erwinia phage vB_EamM_RAY		NULL	1	202200373	bacteria	dsDNA	6968
Agricanvirus simmy50	E		KU886223	NC_041974	Complete genome	NULL	NULL	NULL	Erwinia phage vB_EamM_Simmy50		NULL	1	202200374	bacteria	dsDNA	6969
Agricanvirus specialG	E		KU886222	NC_041975	Complete genome	NULL	NULL	NULL	Erwinia phage vB_EamM_Special G		NULL	1	202200375	bacteria	dsDNA	6970
Aguilavirus mEp043	E		JQ182734	NC_019706	Complete genome	NULL	NULL	NULL	Enterobacteria phage mEp043 c-1		NULL	1	202209360	bacteria	dsDNA	6971
Aguilavirus mEp213	E		JQ182733	NC_019720	Complete genome	NULL	NULL	NULL	Enterobacterial phage mEp213		NULL	1	202209361	bacteria	dsDNA	6972
